|french|lingala
0|"Aujourd’hui j’ai beaucoup pensée à toi, je viens auprès de toi 
                                                                                                 Auprès de toi 
                                                                                                 Tout le mal que je t’ai fait, je viens que tu me pardonne
                                                                                                 Pour la honte que je t’ai fait, oubli tout maman
                                                                                                 Oubli tout maman
                                                                                                 Je suis dans ton cœur, pardonne moi 
                                                                                                 Pardonne-moi maman"|"Lelo nga na kanisi yo mangi nayé epayi na yo
                                 Epayi na yo 
                                 Mabe maso na salaki yo naye olimbisa nga 
                                 Pona soni nga na pesaki yo he bosana maso mama
                                 Maso mama
                                 Nazali na motema nayo he limbisa nga 
                                 Limbisa nga mama"
1|"Maman, aujourd’hui je pense à toi
                                                                                                 Tout le mal que je t’ai fait 
                                                                                                 Pardonne-moi, protège-moi"|"Mama lelo nga na kanisi yo he e e
                                 Mabe maso  na salaki yo he ehe 
                                 Limbisa nga batela nga he"
2|"Maman, aujourd’hui je pense à toi
                                                                                                 Tout le mal que je t’ai fait 
                                                                                                 Pardonne-moi, protège-moi"|"Oh oh oh mama lelo nga na kanisi yo he 
                                 Mabe maso na salaki yo he 
                                 Limbisa nga batela nga he"
3|"Cette nuit je n’ai pas dormis, mon cœur ne pensait qu’a toi
                                                                                                 Ne pensait qu’a toi
                                                                                                 J’ai appris par les gens, ils disent que les soucis te font maigrir 
                                                                                                 J’ai beaucoup mal au cœur, aussi loin que je suis
                                                                                                 Que je suis
                                                                                                 Je vais rentrée, et je vais rester auprès de toi 
                                                                                                 Auprès de toi"|"Butu ya lelo na lali te motema se epayi na yo
                                 Epayi na yo 
                                 Na yoki na bato balobi souci ekotoungisa yo
                                 Pasi mingi na motema mosika oyo nga na zali
                                 Nga na zali
                                 Na ko zonga na ko vanda pembeni na yo
                                 Pembeni na yo"
4|"Maman attend moi je vais venir 
                                                                                                 Le monde ne m’a laissé que toi
                                                                                                 Ma dette, je ne l’ai pas encore payé"|"Mama zela nga na koya he
                                 Mokili etikela nga se yo he
                                 Nyongo na nga na fouti nanou te ho"
5|"Maman attend moi je vais venir 
                                                                                                 Le monde ne m’a laissé que toi
                                                                                                 Ma dette, je ne l’ai pas encore payé"|"Ho ho ho Mama zela nga na koya he
                                 Mokili etikela nga se yo he
                                 Nyongo na nga na fouti nanou te ho"
6|"Qu’est ce que t’as pas fait pour que je sois dans le droit chemin 
                                                                                                 Le droit le chemin 
                                                                                                 A l’école ou au travail, tu me pardonnais 
                                                                                                 Tout ce que je demande, maman tu me le donne 
                                                                                                 Tu me le donne
                                                                                                 C’est vrai que tu es mon Dieu ici bas
                                                                                                 Ici bas"|"Eloko nini oyo osali te pote ngai na mona nzela
                                 Na mona nzela
                                 Na kelasi to na mosala yo oza ko limbisa nga ah
                                 Nyoso oyo nga na ko senga mama opesaka nga 
                                 Opesaka nga
                                 Solo yo ozali nzambe na nga awa o sei eh
                                 Awa o sei"
7|"Maman qu’est ce que tu ne fais pas
                                                                                                 Entre une mère et son enfant 
                                                                                                 Je te dis merci"|"Mama eloko nini yo salaka te 
                                 Oyo ya mama na mwana na ye eh
                                 Na pesi yo longonia"
8|"Maman qu’est ce que tu ne fais pas
                                                                                                 Entre une mère et son enfant 
                                                                                                 Je te dis merci"|"Oh oh oh mama eloko nini yo salaka te eh
                                 Oyo ya mama na mwana na ye eh
                                 Na pesi yo longonia"
