|french|lingala
0|"Accepte moi 
Je viens les bras ouverts, mon cœur tout blanc  
Accepte-moi pour le mariage  
Accepte-moi, j’ai oublié tout le reste  
Tu es entré dans mon cœur, je t’offre mon corps"|"Yambanga 
Nayé maboko pelele, motema nanga pembe 
Yambanga na mariage  
Yambanga nabosani ba nzela nioso 
Okoteli nga na motema, nzoto na nga na pesi yo"
1|"Mon être, mon esprit puis mon corps, je te l’offre MAETAVI 
J’ai regardé en avant, puis j’ai regardé en arrière, j’ai pris la décision de ma vie  
A partir de ce jour, j’abandonne ma liberté, je me passe la corde au cou pour toi 
MAETAVI, regarde dans mes yeux pour savoir, le degré mon amour"|"Mobimba na nga, molimu pe na nzoto napesi yo MAETAVI  
Natali liboso, lisusu natali na sima, nakamati décision ya vie nanga  
Banda moyi ya lelo natiki liberté nanga, namikangi singa na kingo pona yo  
MAETAVI talanga nakati ya miso nanga oyeba nde dégré y’amour nanga"
2|"Refrain 2x : 
Accepte-moi, je viens les bras ouverts, mon cœur tout blanc 
Accepte-moi pour le mariage  
Accepte moi, j’ai oublié tout le reste, tu es entré dans mon cœur, mon corps je te l’offre"|"Refrain 2x : 
Yambanga nayé maboko pelele, motema nanga pembe 
Yambanga na mariage  
Yambanga nabosani banzela nioso, okoteli nga nameta, nzoto nanga na pesi yo"
3|"Tu m’as surprise, beaucoup d’hommes sont venus me draguer, je leurs aient accordés aucune importance 
Dès la première fois que je t’ai rencontrée, tu m’as troublé, tu m’as marqué MAETAVI 
Ton image est marquée dans mon cerveau, dans ma tête, comme au cinéma  
Même en plein jour, en étant éveillé, je rêve de ton être"|"Okamwisi nga, mibali mingi bayela nga, baluka nga natala bango pamba  
Nakutani nayo se mbalamoko o troublé nga, o marqué nga MAETAVI 
Elili nayo okomami na cerveau nanga, na moto nanga lekola cinéma  
Ata kati ya moyi naza kotala nakolota mobimba ya nzoto nayo ami"
4|"Refrain 2x : 
Accepte-moi, je viens les bras ouverts, mon cœur tout blanc 
Accepte-moi pour le mariage  
Accepte-moi, j’ai oublié tout le reste, tu es entré dans mon cœur, mon corps je te l’offre"|"Refrain 2x : 
Yambanga nayé maboko pelele, motema nanga pembe 
Yambanga na mariage  
Yambanga nabosani banzela nioso, okoteli nga nameta, nzoto nanga na pesi yo"
5|"Aujourd’hui nous nous sommes réunis pour le mariage, devant Dieu, puis devant nos parents  
Mes larmes coulent, je me mets à pleurer, je n’arrive pas croire que je me suis mariée   
J’ai senti une certaine fraicheur quand le curé nous a bénis 
Tu m’as embrassé, tu as pleuré  
MAETAVI depuis ce jour tu es mon rêve, j’ai placé toute ma vie en toi"|"Lelo tosangani nga nayo na mariage, liboso ya Nzambe na baboti nabiso  
Mawi ekokita nga namiso nakomi kolela, na nzimi te, te nabali  
Nayoki nzoto piyo tango ba benisi biso na nganga ya Nzambe 
O embrassé nga, oleli  
MAETAVI dès ce jour tu es mon rêve, j’ai placé toute ma vie en toi"
6|"Refrain 2x : 
Accepte-moi, je viens les bras ouverts, mon cœur tout blanc 
Accepte-moi pour le mariage  
Accepte moi, j’ai oublié tout le reste, tu es entré dans mon cœur, mon corps je te l’offre"|"Refrain 2x : 
Yambanga nayé maboko pelele, motema nanga pembe 
Yambanga na mariage 
Yambanga nabosani banzela nioso, okoteli nga nameta, nzoto nanga na pesi yo"
7|"Aujourd’hui nous nous sommes réunis pour le mariage, devant Dieu, puis devant nos parents 
Mes larmes coulent, je me mets à pleurer, je n’arrive pas croire que je me suis mariée  
J’ai senti une certaine fraicheur quand le curé nous a bénis 
Tu m’as embrassé, tu as pleuré  
MAETAVI depuis ce jour tu es mon rêve, j’ai placé toute ma vie en toi"|"Lelo tosangani nga nayo na mariage, liboso ya Nzambe na baboti nabiso  
Mawi ekokita nga namiso nakomi kolela, na nzimi te, te nabali  
Nayoki nzoto piyo tango ba benisi biso na nganga ya Nzambe 
O embrassé nga, oleli  
MAETAVI dès ce jour tu es mon rêve, j’ai placé toute ma vie en toi"
8|"Refrain 2x : 
Accepte-moi, je viens les bras ouverts, mon cœur tout blanc 
Accepte-moi pour le mariage  
Accepte moi, j’ai oublié tout le reste, tu es entré dans mon cœur, mon corps je te l’offre"|"Refrain 5x : 
Yambanga nayé maboko pelele, motema nanga pembe 
Yambanga na mariage  
Yambanga nabosani banzela nioso, okoteli nga nameta, nzoto nanga na pesi yo"
