|french|lingala
0|"Il y a dans mon cœur un trou, qui s’appelle l’amour 
                                                                                                Mon cœur je le plains, il a prit un train de retard  
                                                                                                Tchatcho"|"Il y a dans mon cœur un trou, qui s’appelle l’amour 
                                 Mon cœur je le plains, il a prit un train de retard"
1|"Ce dilemme qu’on appelle l’amour…maman
                                                                                                Fait maigrir que tu sois enfant ou vieux
                                                                                                Ce dilemme qu’on appelle l’amour…maman
                                                                                                Fait maigrir que tu sois riche ou pauvre"|"Dilemne oyo nkombo bolingo mama  
                                 Etungisaka ozala muana to mobangé  

                                 Dilemme oyo kombo bolingo mama  
                                 Etungisaka ozala mvuama to malolé eee"
2|"Ca me pique comme le piment 
                                                                                                Mon cœur bat très vite 
                                                                                                L’hôpital ou les cimetières dit le moi"|"Ekosua ngaï lokola pili-pili  
                                 Motéma mokobéta mbangu  
                                 Lopitalo nsoki mpé lilita olobéla ngaï "
3|"Maman non, non, non, non,non,non,non (x2)
                                                                                                Les querelles ne tuent pas l’amour maman
                                                                                                La dispute est un piment, le sel du mariage maman 
                                                                                                Coucou a yee"|"Mama no, no, no, no (x2)  

                                 Bitumba ébomaka libala té mama  
                                 Kosuana ézali pili-pili, mungwa ya libala mama  
                                 Coucou a yee"
4|" Mais pourquoi
                                                                                                Aujourd’hui c’est devenu la raison de notre divorce
                                                                                                On discute, on trouve des compromis si ya des problèmes
                                                                                                Sache que coucou ta présence est thérapeutique
                                                                                                Aime-moi
                                                                                                En plus t’es l’homonyme de maman"|"Kasi mpo nini ooo  
                                 Lélo ékoma raison ya kopanza libala ya ngaï na yo  
                                 Basambisaka, bayokanaka soki likambo ézali"
5|"Coucou pense encore à ce que l'on s’était dit avec toi
                                                                                                L’enfant qu’on allait mettre au monde devrait te ressembler
                                                                                                Le monde dans lequel on vivra n’aura que des oiseaux bleus…maman yoo"|"Coucou oyébi présence na yo ézali thérapeutique mobimba  
                                 Linga ngaï wa yo  
                                 Yo ozali lisusu ndoyi ya mama"
6|"La nouvelle que j’ai entendue dans la rue m’a brisé les os…maman
                                                                                                Comment marcherai-je, commencerai-je par le pied droit ou le pied gauche
                                                                                                J’ai demandé conseil au cœur, le cerveau a refuse de me donner une réponse
                                                                                                Que ferai-je ? Maman yo yo
                                                                                                Je chaume maman yo yo
                                                                                                Quelle malchance, nous somme entrain de pratiquer la sorcellerie"|"Coucou kanisa lisusu makambo tolobanaki ngaï na yo  
                                 Muana tokobota azwa mobimba na yo  
                                 Esanga tokokima ee ézala na ba ndèké sé ya bleus, mama yoo"
7|"Parlé :
                                                                                                Vous qui n’avez aucun problème, écouté le mien 
                                                                                                Coucou ne pense pas à moi en regardant les photos
                                                                                                Car j’ai changé 
                                                                                                J’ai maintenant le corps de maman yemo, le corps de sana
                                                                                                Je n'attends desormais que ma mort pour retourner sous la terre 
                                                                                                Je n'attends desormais que ma mort pour retourner à la poussière
                                                                                                Le cerveau de CNPP
                                                                                                L’esprit d’un fou 
                                                                                                Coucou ne pense pas à moi en regardant les photos
                                                                                                Car j’ai changé 
                                                                                                J’ai le corps d’Arménie, le corps d’Ethiopie
                                                                                                Je n'attends desormais que ma mort pour retourner sous la terre 
                                                                                                Je n'attends desormais que ma mort pour retourner à la poussière
                                                                                                Le cerveau de CNPP
                                                                                                L’esprit d’un fou"|"Sango nayoki na kati ya bala bala ébuki ngaï mikwa mama  
                                 Na tambola ndéngé nini nabanda na gauche té lokolo ya mobali  
                                 Na tuni conseil na motéma, cerveau éboyi kopésa réponse  
                                 Ngaï nasala nini ? mama yo yo  
                                 Natuli eee mama yoyo  
                                 Libabé é, to koloko mama"
8|"Coucou tu m’as laissé à distance 
                                                                                                Tu m’as laissé perplexe…maman
                                                                                                Ma maison est devenue un ghetto
                                                                                                Je ne trouve plus le sommeil, viens me consoler 
                                                                                                Je finirais par avoir un accident, tu en seras la responsable
                                                                                                On m’enterrera vivant auprès des morts, comme cela tu va me pleurer
                                                                                                Tu vas me pleurer
                                                                                                Tu vas penser à moi
                                                                                                Tu vas me pleurer"|"Parlé:  
                                 Bino bato bozanga na bino problème, boyoka oyo ya ngaï  

                                 Coucou ko mbanza ngaï na photo té  
                                 Po’ na si na changea  
                                 Na koma na nzoto ya Mama Yémo, nzoto ya Sana  
                                 Na koma sé kozéla liwa na ngaï nazonga mabélé  
                                 Na koma sé kozéla liwa na ngaï nazonga putulu  
                                 bongo ya CNPP  
                                 Molimo na nzakomba "
